pfa_target,threshold,pd,empirical_pfa,target_count,background_count,max_false_alarms,false_alarms,detections,threshold_policy,dataset,file,window_index,item_id,method,primary_target_bin_1indexed,guard_bins_1indexed,residual_threshold,gate_threshold
1e-05,128720930.54911989,0.0,0.0,1024,10240,0,0,6,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,13,19931107_135603_starea.cdf#13,tpsscs_trainable_gate,9,"8,9,10,11",,
3e-05,128720930.54911989,0.0,0.0,1024,10240,0,0,6,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,13,19931107_135603_starea.cdf#13,tpsscs_trainable_gate,9,"8,9,10,11",,
0.0001,104158770.68342659,0.0,9.765625e-05,1024,10240,1,1,14,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,13,19931107_135603_starea.cdf#13,tpsscs_trainable_gate,9,"8,9,10,11",,
0.0003,67507859.32836908,0.0,0.00029296875,1024,10240,3,3,27,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,13,19931107_135603_starea.cdf#13,tpsscs_trainable_gate,9,"8,9,10,11",,
0.001,43381690.78759511,0.0,0.0009765625,1024,10240,10,10,42,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,13,19931107_135603_starea.cdf#13,tpsscs_trainable_gate,9,"8,9,10,11",,
0.003,18441699.423613884,0.0,0.0029296875,1024,10240,30,30,88,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,13,19931107_135603_starea.cdf#13,tpsscs_trainable_gate,9,"8,9,10,11",,
0.01,5849954.066319039,0.0,0.0099609375,1024,10240,102,102,256,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,13,19931107_135603_starea.cdf#13,tpsscs_trainable_gate,9,"8,9,10,11",,
1e-05,,0.0,0.0,1024,10240,0,0,6,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,13,19931107_135603_starea.cdf#13,tpsscs_finished_detector,9,"8,9,10,11",294372.4756167286,128720930.54911989
3e-05,,0.0,0.0,1024,10240,0,0,6,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,13,19931107_135603_starea.cdf#13,tpsscs_finished_detector,9,"8,9,10,11",294372.4756167286,128720930.54911989
0.0001,,0.0,9.765625e-05,1024,10240,1,1,7,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,13,19931107_135603_starea.cdf#13,tpsscs_finished_detector,9,"8,9,10,11",263370.97905152506,128720930.54911989
0.0003,,0.0,0.00029296875,1024,10240,3,3,9,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,13,19931107_135603_starea.cdf#13,tpsscs_finished_detector,9,"8,9,10,11",239687.4725287793,128720930.54911989
0.001,,0.0,0.0009765625,1024,10240,10,10,16,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,13,19931107_135603_starea.cdf#13,tpsscs_finished_detector,9,"8,9,10,11",182277.4527170166,128720930.54911989
0.003,,0.0,0.0029296875,1024,10240,30,30,36,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,13,19931107_135603_starea.cdf#13,tpsscs_finished_detector,9,"8,9,10,11",134647.62151277016,128720930.54911989
0.01,,0.0,0.0099609375,1024,10240,102,102,108,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,13,19931107_135603_starea.cdf#13,tpsscs_finished_detector,9,"8,9,10,11",90683.10672888617,128720930.54911989
1e-05,811048874.0911171,0.009765625,0.0,1024,10240,0,0,15,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,14,19931107_135603_starea.cdf#14,raw,9,"8,9,10,11",,
3e-05,811048874.0911171,0.009765625,0.0,1024,10240,0,0,15,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,14,19931107_135603_starea.cdf#14,raw,9,"8,9,10,11",,
0.0001,517529026.7023356,0.0146484375,9.765625e-05,1024,10240,1,1,29,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,14,19931107_135603_starea.cdf#14,raw,9,"8,9,10,11",,
0.0003,316490361.5689901,0.021484375,0.00029296875,1024,10240,3,3,54,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,14,19931107_135603_starea.cdf#14,raw,9,"8,9,10,11",,
0.001,188846697.2365224,0.02734375,0.0009765625,1024,10240,10,10,90,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,14,19931107_135603_starea.cdf#14,raw,9,"8,9,10,11",,
0.003,149390732.65202737,0.041015625,0.0029296875,1024,10240,30,30,134,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,14,19931107_135603_starea.cdf#14,raw,9,"8,9,10,11",,
0.01,81784959.175433,0.0625,0.0099609375,1024,10240,102,102,266,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,14,19931107_135603_starea.cdf#14,raw,9,"8,9,10,11",,
1e-05,243917.35078288708,0.0,0.0,1024,10240,0,0,2,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,14,19931107_135603_starea.cdf#14,low_rank_residual_k30,9,"8,9,10,11",,
3e-05,243917.35078288708,0.0,0.0,1024,10240,0,0,2,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,14,19931107_135603_starea.cdf#14,low_rank_residual_k30,9,"8,9,10,11",,
0.0001,232518.51012240548,0.0,9.765625e-05,1024,10240,1,1,3,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,14,19931107_135603_starea.cdf#14,low_rank_residual_k30,9,"8,9,10,11",,
0.0003,202101.2784250819,0.0,0.00029296875,1024,10240,3,3,6,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,14,19931107_135603_starea.cdf#14,low_rank_residual_k30,9,"8,9,10,11",,
0.001,157257.2836513633,0.0,0.0009765625,1024,10240,10,10,14,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,14,19931107_135603_starea.cdf#14,low_rank_residual_k30,9,"8,9,10,11",,
0.003,107283.1414682989,0.0,0.0029296875,1024,10240,30,30,37,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,14,19931107_135603_starea.cdf#14,low_rank_residual_k30,9,"8,9,10,11",,
0.01,53655.676857006045,0.0,0.0099609375,1024,10240,102,102,124,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,14,19931107_135603_starea.cdf#14,low_rank_residual_k30,9,"8,9,10,11",,
1e-05,230763597.989249,0.01171875,0.0,1024,10240,0,0,13,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,14,19931107_135603_starea.cdf#14,tpsscs_trainable_gate,9,"8,9,10,11",,
3e-05,230763597.989249,0.01171875,0.0,1024,10240,0,0,13,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,14,19931107_135603_starea.cdf#14,tpsscs_trainable_gate,9,"8,9,10,11",,
0.0001,77500881.07431555,0.0185546875,9.765625e-05,1024,10240,1,1,26,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,14,19931107_135603_starea.cdf#14,tpsscs_trainable_gate,9,"8,9,10,11",,
0.0003,72387864.08833623,0.021484375,0.00029296875,1024,10240,3,3,34,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,14,19931107_135603_starea.cdf#14,tpsscs_trainable_gate,9,"8,9,10,11",,
0.001,33420831.386418168,0.037109375,0.0009765625,1024,10240,10,10,69,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,14,19931107_135603_starea.cdf#14,tpsscs_trainable_gate,9,"8,9,10,11",,
0.003,8916331.357221192,0.08984375,0.0029296875,1024,10240,30,30,216,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,14,19931107_135603_starea.cdf#14,tpsscs_trainable_gate,9,"8,9,10,11",,
0.01,2396610.265872409,0.4482421875,0.0099609375,1024,10240,102,102,832,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,14,19931107_135603_starea.cdf#14,tpsscs_trainable_gate,9,"8,9,10,11",,
1e-05,,0.01171875,0.0,1024,10240,0,0,15,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,14,19931107_135603_starea.cdf#14,tpsscs_finished_detector,9,"8,9,10,11",243917.35078288722,230763597.989249
3e-05,,0.01171875,0.0,1024,10240,0,0,15,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,14,19931107_135603_starea.cdf#14,tpsscs_finished_detector,9,"8,9,10,11",243917.35078288722,230763597.989249
0.0001,,0.01171875,9.765625e-05,1024,10240,1,1,16,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,14,19931107_135603_starea.cdf#14,tpsscs_finished_detector,9,"8,9,10,11",232518.51012240772,230763597.989249
0.0003,,0.01171875,0.00029296875,1024,10240,3,3,19,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,14,19931107_135603_starea.cdf#14,tpsscs_finished_detector,9,"8,9,10,11",202101.2784250812,230763597.989249
0.001,,0.01171875,0.0009765625,1024,10240,10,10,27,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,14,19931107_135603_starea.cdf#14,tpsscs_finished_detector,9,"8,9,10,11",157257.28365136456,230763597.989249
0.003,,0.01171875,0.0029296875,1024,10240,30,30,50,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,14,19931107_135603_starea.cdf#14,tpsscs_finished_detector,9,"8,9,10,11",107283.14146829952,230763597.989249
0.01,,0.01171875,0.0099609375,1024,10240,102,102,137,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,14,19931107_135603_starea.cdf#14,tpsscs_finished_detector,9,"8,9,10,11",53655.6768570064,230763597.989249
1e-05,394098962.5955474,0.0009765625,0.0,1024,10240,0,0,1,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,15,19931107_135603_starea.cdf#15,raw,9,"8,9,10,11",,
3e-05,394098962.5955474,0.0009765625,0.0,1024,10240,0,0,1,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,15,19931107_135603_starea.cdf#15,raw,9,"8,9,10,11",,
0.0001,387465623.8735393,0.0009765625,9.765625e-05,1024,10240,1,1,2,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,15,19931107_135603_starea.cdf#15,raw,9,"8,9,10,11",,
0.0003,268198874.87275216,0.005859375,0.00029296875,1024,10240,3,3,9,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,15,19931107_135603_starea.cdf#15,raw,9,"8,9,10,11",,
0.001,234364663.2299193,0.0078125,0.0009765625,1024,10240,10,10,19,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,15,19931107_135603_starea.cdf#15,raw,9,"8,9,10,11",,
0.003,179302729.3246157,0.0087890625,0.0029296875,1024,10240,30,30,41,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,15,19931107_135603_starea.cdf#15,raw,9,"8,9,10,11",,
0.01,101829414.14627795,0.0205078125,0.0099609375,1024,10240,102,102,130,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,15,19931107_135603_starea.cdf#15,raw,9,"8,9,10,11",,
1e-05,142708.661641373,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,15,19931107_135603_starea.cdf#15,low_rank_residual_k30,9,"8,9,10,11",,
3e-05,142708.661641373,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,15,19931107_135603_starea.cdf#15,low_rank_residual_k30,9,"8,9,10,11",,
0.0001,139265.81385380472,0.0,9.765625e-05,1024,10240,1,1,1,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,15,19931107_135603_starea.cdf#15,low_rank_residual_k30,9,"8,9,10,11",,
0.0003,95008.64738282353,0.0,0.00029296875,1024,10240,3,3,5,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,15,19931107_135603_starea.cdf#15,low_rank_residual_k30,9,"8,9,10,11",,
0.001,72407.03873914799,0.0,0.0009765625,1024,10240,10,10,13,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,15,19931107_135603_starea.cdf#15,low_rank_residual_k30,9,"8,9,10,11",,
0.003,46729.86147959777,0.0,0.0029296875,1024,10240,30,30,35,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,15,19931107_135603_starea.cdf#15,low_rank_residual_k30,9,"8,9,10,11",,
0.01,31680.68835047351,0.0,0.0099609375,1024,10240,102,102,112,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,15,19931107_135603_starea.cdf#15,low_rank_residual_k30,9,"8,9,10,11",,
1e-05,117055143.30157684,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,15,19931107_135603_starea.cdf#15,tpsscs_trainable_gate,9,"8,9,10,11",,
3e-05,117055143.30157684,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,15,19931107_135603_starea.cdf#15,tpsscs_trainable_gate,9,"8,9,10,11",,
0.0001,114319878.03604776,0.0,9.765625e-05,1024,10240,1,1,1,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,15,19931107_135603_starea.cdf#15,tpsscs_trainable_gate,9,"8,9,10,11",,
0.0003,72312456.4741233,0.0,0.00029296875,1024,10240,3,3,3,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,15,19931107_135603_starea.cdf#15,tpsscs_trainable_gate,9,"8,9,10,11",,
0.001,31477522.841934558,0.0,0.0009765625,1024,10240,10,10,36,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,15,19931107_135603_starea.cdf#15,tpsscs_trainable_gate,9,"8,9,10,11",,
0.003,15386401.340548087,0.0,0.0029296875,1024,10240,30,30,82,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,15,19931107_135603_starea.cdf#15,tpsscs_trainable_gate,9,"8,9,10,11",,
0.01,6235609.967802814,0.0,0.0099609375,1024,10240,102,102,181,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,15,19931107_135603_starea.cdf#15,tpsscs_trainable_gate,9,"8,9,10,11",,
1e-05,,0.0,0.0,1024,10240,0,0,0,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,15,19931107_135603_starea.cdf#15,tpsscs_finished_detector,9,"8,9,10,11",142708.6616413745,117055143.30157684
3e-05,,0.0,0.0,1024,10240,0,0,0,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,15,19931107_135603_starea.cdf#15,tpsscs_finished_detector,9,"8,9,10,11",142708.6616413745,117055143.30157684
0.0001,,0.0,9.765625e-05,1024,10240,1,1,1,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,15,19931107_135603_starea.cdf#15,tpsscs_finished_detector,9,"8,9,10,11",139265.81385380455,117055143.30157684
0.0003,,0.0,0.00029296875,1024,10240,3,3,5,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,15,19931107_135603_starea.cdf#15,tpsscs_finished_detector,9,"8,9,10,11",95008.64738282363,117055143.30157684
0.001,,0.0,0.0009765625,1024,10240,10,10,13,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,15,19931107_135603_starea.cdf#15,tpsscs_finished_detector,9,"8,9,10,11",72407.03873914693,117055143.30157684
0.003,,0.0,0.0029296875,1024,10240,30,30,35,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,15,19931107_135603_starea.cdf#15,tpsscs_finished_detector,9,"8,9,10,11",46729.86147959739,117055143.30157684
0.01,,0.0,0.0099609375,1024,10240,102,102,112,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,15,19931107_135603_starea.cdf#15,tpsscs_finished_detector,9,"8,9,10,11",31680.68835047309,117055143.30157684
1e-05,484404910.16831195,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,16,19931107_135603_starea.cdf#16,raw,9,"8,9,10,11",,
3e-05,484404910.16831195,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,16,19931107_135603_starea.cdf#16,raw,9,"8,9,10,11",,
0.0001,401034138.99787194,0.0,9.765625e-05,1024,10240,1,1,1,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,16,19931107_135603_starea.cdf#16,raw,9,"8,9,10,11",,
0.0003,372180308.35025173,0.0,0.00029296875,1024,10240,3,3,3,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,16,19931107_135603_starea.cdf#16,raw,9,"8,9,10,11",,
0.001,325841704.8116567,0.0,0.0009765625,1024,10240,10,10,10,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,16,19931107_135603_starea.cdf#16,raw,9,"8,9,10,11",,
0.003,218796815.4886786,0.0,0.0029296875,1024,10240,30,30,30,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,16,19931107_135603_starea.cdf#16,raw,9,"8,9,10,11",,
0.01,105179317.54877552,0.0,0.0099609375,1024,10240,102,102,102,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,16,19931107_135603_starea.cdf#16,raw,9,"8,9,10,11",,
1e-05,179351.43658302567,0.0029296875,0.0,1024,10240,0,0,4,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,16,19931107_135603_starea.cdf#16,low_rank_residual_k30,9,"8,9,10,11",,
3e-05,179351.43658302567,0.0029296875,0.0,1024,10240,0,0,4,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,16,19931107_135603_starea.cdf#16,low_rank_residual_k30,9,"8,9,10,11",,
0.0001,161514.6074020902,0.0029296875,9.765625e-05,1024,10240,1,1,5,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,16,19931107_135603_starea.cdf#16,low_rank_residual_k30,9,"8,9,10,11",,
0.0003,101043.21138434675,0.009765625,0.00029296875,1024,10240,3,3,16,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,16,19931107_135603_starea.cdf#16,low_rank_residual_k30,9,"8,9,10,11",,
0.001,81557.55439563813,0.01171875,0.0009765625,1024,10240,10,10,26,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,16,19931107_135603_starea.cdf#16,low_rank_residual_k30,9,"8,9,10,11",,
0.003,54611.41952949818,0.017578125,0.0029296875,1024,10240,30,30,55,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,16,19931107_135603_starea.cdf#16,low_rank_residual_k30,9,"8,9,10,11",,
0.01,23189.220408924684,0.0283203125,0.0099609375,1024,10240,102,102,167,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,16,19931107_135603_starea.cdf#16,low_rank_residual_k30,9,"8,9,10,11",,
1e-05,348212697.87494206,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,16,19931107_135603_starea.cdf#16,tpsscs_trainable_gate,9,"8,9,10,11",,
3e-05,348212697.87494206,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,16,19931107_135603_starea.cdf#16,tpsscs_trainable_gate,9,"8,9,10,11",,
0.0001,322833704.583274,0.0,9.765625e-05,1024,10240,1,1,1,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,16,19931107_135603_starea.cdf#16,tpsscs_trainable_gate,9,"8,9,10,11",,
0.0003,286741641.7082069,0.0,0.00029296875,1024,10240,3,3,3,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,16,19931107_135603_starea.cdf#16,tpsscs_trainable_gate,9,"8,9,10,11",,
0.001,116538393.58840609,0.0,0.0009765625,1024,10240,10,10,10,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,16,19931107_135603_starea.cdf#16,tpsscs_trainable_gate,9,"8,9,10,11",,
0.003,60718267.16539585,0.0,0.0029296875,1024,10240,30,30,30,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,16,19931107_135603_starea.cdf#16,tpsscs_trainable_gate,9,"8,9,10,11",,
0.01,22856053.968509205,0.0,0.0099609375,1024,10240,102,102,102,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,16,19931107_135603_starea.cdf#16,tpsscs_trainable_gate,9,"8,9,10,11",,
1e-05,,0.0029296875,0.0,1024,10240,0,0,4,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,16,19931107_135603_starea.cdf#16,tpsscs_finished_detector,9,"8,9,10,11",179351.43658302564,348212697.87494206
3e-05,,0.0029296875,0.0,1024,10240,0,0,4,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,16,19931107_135603_starea.cdf#16,tpsscs_finished_detector,9,"8,9,10,11",179351.43658302564,348212697.87494206
0.0001,,0.0029296875,9.765625e-05,1024,10240,1,1,5,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,16,19931107_135603_starea.cdf#16,tpsscs_finished_detector,9,"8,9,10,11",161514.60740209048,348212697.87494206
0.0003,,0.009765625,0.00029296875,1024,10240,3,3,16,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,16,19931107_135603_starea.cdf#16,tpsscs_finished_detector,9,"8,9,10,11",101043.21138434658,348212697.87494206
0.001,,0.01171875,0.0009765625,1024,10240,10,10,26,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,16,19931107_135603_starea.cdf#16,tpsscs_finished_detector,9,"8,9,10,11",81557.55439563774,348212697.87494206
0.003,,0.017578125,0.0029296875,1024,10240,30,30,55,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,16,19931107_135603_starea.cdf#16,tpsscs_finished_detector,9,"8,9,10,11",54611.41952949799,348212697.87494206
0.01,,0.0283203125,0.0099609375,1024,10240,102,102,167,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,16,19931107_135603_starea.cdf#16,tpsscs_finished_detector,9,"8,9,10,11",23189.220408924317,348212697.87494206
1e-05,353980345.55357635,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,17,19931107_135603_starea.cdf#17,raw,9,"8,9,10,11",,
3e-05,353980345.55357635,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,17,19931107_135603_starea.cdf#17,raw,9,"8,9,10,11",,
0.0001,299166553.5184457,0.0,9.765625e-05,1024,10240,1,1,1,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,17,19931107_135603_starea.cdf#17,raw,9,"8,9,10,11",,
0.0003,281745190.8014683,0.0,0.00029296875,1024,10240,3,3,3,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,17,19931107_135603_starea.cdf#17,raw,9,"8,9,10,11",,
0.001,213432839.07977054,0.0,0.0009765625,1024,10240,10,10,10,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,17,19931107_135603_starea.cdf#17,raw,9,"8,9,10,11",,
0.003,138103223.16539288,0.0,0.0029296875,1024,10240,30,30,30,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,17,19931107_135603_starea.cdf#17,raw,9,"8,9,10,11",,
0.01,84445841.81168605,0.0,0.0099609375,1024,10240,102,102,102,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,17,19931107_135603_starea.cdf#17,raw,9,"8,9,10,11",,
1e-05,181479.0763634307,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,17,19931107_135603_starea.cdf#17,low_rank_residual_k30,9,"8,9,10,11",,
3e-05,181479.0763634307,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,17,19931107_135603_starea.cdf#17,low_rank_residual_k30,9,"8,9,10,11",,
0.0001,130882.06739604792,0.0,9.765625e-05,1024,10240,1,1,1,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,17,19931107_135603_starea.cdf#17,low_rank_residual_k30,9,"8,9,10,11",,
0.0003,114388.66589023832,0.0,0.00029296875,1024,10240,3,3,3,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,17,19931107_135603_starea.cdf#17,low_rank_residual_k30,9,"8,9,10,11",,
0.001,93067.85559595897,0.0009765625,0.0009765625,1024,10240,10,10,11,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,17,19931107_135603_starea.cdf#17,low_rank_residual_k30,9,"8,9,10,11",,
0.003,52190.18972655244,0.0048828125,0.0029296875,1024,10240,30,30,37,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,17,19931107_135603_starea.cdf#17,low_rank_residual_k30,9,"8,9,10,11",,
0.01,25139.996687012244,0.025390625,0.0099609375,1024,10240,102,102,150,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,17,19931107_135603_starea.cdf#17,low_rank_residual_k30,9,"8,9,10,11",,
1e-05,145945373.0646999,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,17,19931107_135603_starea.cdf#17,tpsscs_trainable_gate,9,"8,9,10,11",,
3e-05,145945373.0646999,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,17,19931107_135603_starea.cdf#17,tpsscs_trainable_gate,9,"8,9,10,11",,
0.0001,113841477.3555854,0.0,9.765625e-05,1024,10240,1,1,1,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,17,19931107_135603_starea.cdf#17,tpsscs_trainable_gate,9,"8,9,10,11",,
0.0003,107931032.74828176,0.0,0.00029296875,1024,10240,3,3,3,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,17,19931107_135603_starea.cdf#17,tpsscs_trainable_gate,9,"8,9,10,11",,
