pfa_target,threshold,pd,empirical_pfa,target_count,background_count,max_false_alarms,false_alarms,detections,threshold_policy,asset,image_index,item_id,method,method_family,train_asset,test_asset
1e-05,0.9999511241912842,0.023255813953488372,0.0,43,65493,0,0,1,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,15,simWind_test.mat#15,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
3e-05,0.9994459748268127,0.09302325581395349,1.526880735345762e-05,43,65493,1,1,5,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,15,simWind_test.mat#15,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
0.0001,0.9989920258522034,0.23255813953488372,9.161284412074573e-05,43,65493,6,6,16,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,15,simWind_test.mat#15,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
0.0003,0.9960224032402039,0.32558139534883723,0.0002901073397156948,43,65493,19,19,33,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,15,simWind_test.mat#15,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
0.001,0.9906125068664551,0.46511627906976744,0.0009924724779747454,43,65493,65,65,85,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,15,simWind_test.mat#15,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
0.003,0.9774045944213867,0.5348837209302325,0.0029926862412776936,43,65493,196,196,219,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,15,simWind_test.mat#15,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
0.01,0.9331514835357666,0.6511627906976745,0.009985800009161284,43,65493,654,654,682,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,15,simWind_test.mat#15,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
1e-05,0.9999997615814209,0.13043478260869565,0.0,23,65513,0,0,3,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,16,simWind_test.mat#16,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
3e-05,0.9999997615814209,0.13043478260869565,0.0,23,65513,1,0,3,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,16,simWind_test.mat#16,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
0.0001,0.9999969005584717,0.4782608695652174,9.158487628409629e-05,23,65513,6,6,17,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,16,simWind_test.mat#16,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
0.0003,0.9999545812606812,0.5652173913043478,0.00029001877489963823,23,65513,19,19,32,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,16,simWind_test.mat#16,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
0.001,0.9964924454689026,0.782608695652174,0.0009921694930777097,23,65513,65,65,83,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,16,simWind_test.mat#16,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
0.003,0.9832636713981628,0.8260869565217391,0.0029917726252804786,23,65513,196,196,215,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,16,simWind_test.mat#16,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
0.01,0.9139015078544617,0.9130434782608695,0.009998015661013845,23,65513,655,655,676,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,16,simWind_test.mat#16,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
1e-05,0.9999998807907104,0.034482758620689655,0.0,29,65507,0,0,1,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,17,simWind_test.mat#17,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
3e-05,0.9999997615814209,0.13793103448275862,1.5265544140320883e-05,29,65507,1,1,5,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,17,simWind_test.mat#17,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
