calibration_mode,residual_safety_factor,gate_margin_scale,asset,pfa_target,method,pd_mean,empirical_pfa_mean,empirical_pfa_max,false_alarms_total,background_count_total,n_items
cross_asset_target_free_conservative,1.0,1.0,combined,0.001,low_rank_residual_k30,0.7553263807331801,0.008206406809212708,0.10014354213114253,112862,13754674,210
cross_asset_target_free_conservative,1.0,1.0,combined,0.001,raw,0.380548245630504,0.001681915118043382,0.009192804568915493,23133,13754674,210
cross_asset_target_free_conservative,1.0,1.0,combined,0.001,tpsscs_finished_detector,0.8249722998680635,0.008242396536499629,0.10015881257062578,113357,13754674,210
cross_asset_target_free_conservative,1.0,1.0,combined,0.003,low_rank_residual_k30,0.7983688821233255,0.01757990001793424,0.18323000335949668,241778,13754674,210
cross_asset_target_free_conservative,1.0,1.0,combined,0.003,raw,0.48396699030234486,0.004224808094696713,0.01727086705555386,58108,13754674,210
cross_asset_target_free_conservative,1.0,1.0,combined,0.003,tpsscs_finished_detector,0.8588016160542511,0.01761029091367011,0.18324527379897992,242196,13754674,210
cross_asset_target_free_conservative,1.0,1.0,combined,0.01,low_rank_residual_k30,0.8479265679755843,0.041924483673523104,0.32964297712488166,576602,13754674,210
cross_asset_target_free_conservative,1.0,1.0,combined,0.01,raw,0.6583200235528658,0.012027479069745767,0.03446696089061283,165426,13754674,210
cross_asset_target_free_conservative,1.0,1.0,combined,0.01,tpsscs_finished_detector,0.899521918666112,0.04194985744763775,0.3296582475643649,576951,13754674,210
cross_asset_target_free_conservative,1.0,1.0,simMed_test.mat,1e-05,low_rank_residual_k30,0.48910183717549605,0.0007757120073590253,0.004153749828199685,5334,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simMed_test.mat,1e-05,raw,0.13754819506410546,6.514651216398344e-05,0.0004428427450142015,448,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simMed_test.mat,1e-05,tpsscs_finished_detector,0.6208829167749252,0.0008524921058462727,0.004291190079868058,5862,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simMed_test.mat,3e-05,low_rank_residual_k30,0.5239605361500035,0.0009601111249166191,0.005070018172655498,6602,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simMed_test.mat,3e-05,raw,0.18160627999140647,0.00014250664763630603,0.0009009559295116513,980,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simMed_test.mat,3e-05,tpsscs_finished_detector,0.6460543179489341,0.0010309288110406248,0.005192187285249607,7089,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simMed_test.mat,0.0001,low_rank_residual_k30,0.594211644415595,0.0014257579872761026,0.007895178901394255,9804,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simMed_test.mat,0.0001,raw,0.250506756769571,0.00042271621690726717,0.0022142137250710076,2907,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simMed_test.mat,0.0001,tpsscs_finished_detector,0.7003592104105918,0.0014878502362916284,0.0080020768749141,10231,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simMed_test.mat,0.0003,low_rank_residual_k30,0.6537447867743857,0.002177018231763093,0.012675045431638747,14970,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simMed_test.mat,0.0003,raw,0.3203369562677633,0.0009715048995873241,0.004718565800323734,6681,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simMed_test.mat,0.0003,tpsscs_finished_detector,0.7490688091048463,0.002232566461759633,0.012781943405158591,15352,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simMed_test.mat,0.001,low_rank_residual_k30,0.7145158195692578,0.0038714936082983025,0.023088904498671473,26622,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simMed_test.mat,0.001,raw,0.4041410413752089,0.002407599490845176,0.009192804568915493,16557,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simMed_test.mat,0.001,tpsscs_finished_detector,0.795540325497896,0.0039193344548661265,0.02319579757505421,26951,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simMed_test.mat,0.003,low_rank_residual_k30,0.7584830392097079,0.007180283235227429,0.043581834285190725,49375,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simMed_test.mat,0.003,raw,0.5108081157703395,0.005741608073148579,0.01727086705555386,39485,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simMed_test.mat,0.003,tpsscs_finished_detector,0.8293731551705639,0.00722041661844033,0.04365818648260697,49651,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simMed_test.mat,0.01,low_rank_residual_k30,0.8194471753841114,0.016178014540570374,0.09076749228842806,111249,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simMed_test.mat,0.01,raw,0.6845606050330818,0.014851827714264533,0.03446696089061283,102136,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simMed_test.mat,0.01,tpsscs_finished_detector,0.879952043472104,0.016211022244717915,0.09082857404636105,111476,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simWind_test.mat,1e-05,low_rank_residual_k30,0.537560630735548,0.0009025256280355355,0.005222490303270928,6206,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simWind_test.mat,1e-05,raw,0.10686289059959145,2.573914078622439e-05,0.00013738570272786945,177,6877337,105
