asset,pfa_target,method,method_family,training_cells,guard_cells,os_percentile,pd_mean,empirical_pfa_mean,n_items
simMed_test.mat,0.003,low_rank_residual_k30_ca_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,,0.781990138103465,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_ca_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,,0.7826915597718721,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_ca_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,,0.7866602887062552,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_ca_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,,0.7865569968179714,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_global_topk,global,,,,0.7763674110573479,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_goca_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,,0.7584013727976746,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_goca_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,,0.7654548821409305,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_goca_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,,0.7686760333522719,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_goca_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,,0.7690288147914014,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_goca_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,,0.7727671403997758,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_goca_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,,0.7702076993932281,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_os60_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,60.0,0.7896187359829074,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_os60_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,60.0,0.7880676046564591,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_os60_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,60.0,0.7868349132291209,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_os60_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,60.0,0.78627140447,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_os60_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,60.0,0.7871530635789672,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_os60_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,60.0,0.7861426485549127,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_os75_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,75.0,0.786653967776949,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_os75_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,75.0,0.7865773328157085,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_os75_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,75.0,0.7883550288097383,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_os75_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,75.0,0.7882172721197522,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_os75_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,75.0,0.7905957568832244,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_os75_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,75.0,0.7887627067393903,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_os90_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,90.0,0.7775056362009991,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_os90_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,90.0,0.7835523644243405,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_os90_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,90.0,0.7841726822954861,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_os90_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,90.0,0.7872320337763311,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_os90_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,90.0,0.7877644965048247,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_os90_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,90.0,0.7875891865716659,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_soca_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,,0.0022470442180418815,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_soca_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,,0.006170299124414035,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_soca_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,,0.0022470442180418815,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_soca_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,,0.006170299124414035,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_soca_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,,0.0022470442180418815,0.002992437473094035,105
simMed_test.mat,0.003,low_rank_residual_k30_soca_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,,0.006170299124414035,0.002992437473094035,105
simMed_test.mat,0.003,raw_ca_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,,0.6849926665827266,0.002992437473094035,105
simMed_test.mat,0.003,raw_ca_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,,0.668961182619588,0.002992437473094035,105
simMed_test.mat,0.003,raw_ca_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,,0.6762236674892029,0.002992437473094035,105
simMed_test.mat,0.003,raw_ca_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,,0.6599231651023713,0.002992437473094035,105
simMed_test.mat,0.003,raw_ca_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,,0.6589614951013846,0.002992437473094035,105
simMed_test.mat,0.003,raw_ca_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,,0.636649359501088,0.002992437473094035,105
simMed_test.mat,0.003,raw_global_topk,global,,,,0.4673269223287094,0.002992437473094035,105
simMed_test.mat,0.003,raw_goca_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,,0.6597901069607357,0.002992437473094035,105
simMed_test.mat,0.003,raw_goca_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,,0.6474068679652026,0.002992437473094035,105
simMed_test.mat,0.003,raw_goca_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,,0.6481699935583275,0.002992437473094035,105
simMed_test.mat,0.003,raw_goca_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,,0.6295428365372249,0.002992437473094035,105
simMed_test.mat,0.003,raw_goca_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,,0.6270242327133468,0.002992437473094035,105
simMed_test.mat,0.003,raw_goca_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,,0.6119328216076824,0.002992437473094035,105
simMed_test.mat,0.003,raw_os60_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,60.0,0.6864718449496643,0.002992437473094035,105
simMed_test.mat,0.003,raw_os60_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,60.0,0.6527735743447974,0.002992437473094035,105
simMed_test.mat,0.003,raw_os60_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,60.0,0.6578672940553014,0.002992437473094035,105
simMed_test.mat,0.003,raw_os60_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,60.0,0.6155985014694314,0.002992437473094035,105
simMed_test.mat,0.003,raw_os60_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,60.0,0.6174012234013494,0.002992437473094035,105
simMed_test.mat,0.003,raw_os60_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,60.0,0.5900598502289948,0.002992437473094035,105
simMed_test.mat,0.003,raw_os75_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,75.0,0.6939456527285086,0.002992437473094035,105
simMed_test.mat,0.003,raw_os75_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,75.0,0.6634042667557245,0.002992437473094035,105
simMed_test.mat,0.003,raw_os75_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,75.0,0.6820217294773117,0.002992437473094035,105
simMed_test.mat,0.003,raw_os75_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,75.0,0.6423787688905932,0.002992437473094035,105
simMed_test.mat,0.003,raw_os75_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,75.0,0.6548198055926155,0.002992437473094035,105
simMed_test.mat,0.003,raw_os75_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,75.0,0.6192068079903483,0.002992437473094035,105
simMed_test.mat,0.003,raw_os90_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,90.0,0.6797422816724189,0.002992437473094035,105
simMed_test.mat,0.003,raw_os90_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,90.0,0.6764521188867093,0.002992437473094035,105
simMed_test.mat,0.003,raw_os90_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,90.0,0.6826684413189315,0.002992437473094035,105
simMed_test.mat,0.003,raw_os90_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,90.0,0.6683606344737564,0.002992437473094035,105
simMed_test.mat,0.003,raw_os90_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,90.0,0.6689070611489197,0.002992437473094035,105
simMed_test.mat,0.003,raw_os90_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,90.0,0.6522564216535658,0.002992437473094035,105
simMed_test.mat,0.003,raw_soca_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,,0.002497670784457922,0.002992437473094035,105
simMed_test.mat,0.003,raw_soca_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,,0.0090692286148032,0.002992437473094035,105
simMed_test.mat,0.003,raw_soca_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,,0.002497670784457922,0.002992437473094035,105
simMed_test.mat,0.003,raw_soca_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,,0.0090692286148032,0.002992437473094035,105
simMed_test.mat,0.003,raw_soca_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,,0.002497670784457922,0.002992437473094035,105
simMed_test.mat,0.003,raw_soca_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,,0.0090692286148032,0.002992437473094035,105
simMed_test.mat,0.003,tpsscs_finished_detector,proposed,,,,0.8138666025670929,0.002992437473094035,105
simMed_test.mat,0.01,low_rank_residual_k30_ca_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,,0.8295872068373559,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_ca_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,,0.8349723979034425,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_ca_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,,0.838128821038361,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_ca_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,,0.8406785561742827,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_ca_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,,0.8406677006749065,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_ca_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,,0.8431749314795433,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_global_topk,global,,,,0.8382638287231589,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_goca_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,,0.8137489149187349,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_goca_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,,0.8211675721167278,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_goca_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,,0.824939409119615,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_goca_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,,0.8302791969544315,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_goca_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,,0.8316056403631251,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_goca_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,,0.8344343771255089,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_os60_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,60.0,0.8416174661196244,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_os60_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,60.0,0.8462064821461218,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_os60_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,60.0,0.8463198201778825,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_os60_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,60.0,0.8476517501115003,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_os60_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,60.0,0.8484677659414275,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_os60_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,60.0,0.8511481615971666,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_os75_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,75.0,0.8402780305174239,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_os75_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,75.0,0.8442451621850479,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_os75_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,75.0,0.8444921999579182,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_os75_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,75.0,0.8476619257223119,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_os75_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,75.0,0.8476751024414223,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_os75_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,75.0,0.8493565955764495,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_os90_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,90.0,0.8338832217526763,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_os90_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,90.0,0.8390156878451671,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_os90_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,90.0,0.8423360691399746,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_os90_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,90.0,0.8443804398876844,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_os90_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,90.0,0.8433589431932698,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_os90_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,90.0,0.8444125939123179,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_soca_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,,0.0022470442180418815,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_soca_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,,0.00736210216141831,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_soca_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,,0.0022470442180418815,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_soca_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,,0.00736210216141831,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_soca_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,,0.0022470442180418815,0.009992820396478995,105
simMed_test.mat,0.01,low_rank_residual_k30_soca_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,,0.00736210216141831,0.009992820396478995,105
simMed_test.mat,0.01,raw_ca_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,,0.7730556610246089,0.009992820396478995,105
simMed_test.mat,0.01,raw_ca_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,,0.7727675360699257,0.009992820396478995,105
simMed_test.mat,0.01,raw_ca_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,,0.7827985970234822,0.009992820396478995,105
simMed_test.mat,0.01,raw_ca_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,,0.7753874013216602,0.009992820396478995,105
simMed_test.mat,0.01,raw_ca_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,,0.780146473498216,0.009992820396478995,105
simMed_test.mat,0.01,raw_ca_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,,0.7672648570274924,0.009992820396478995,105
simMed_test.mat,0.01,raw_global_topk,global,,,,0.6340198282838332,0.009992820396478995,105
simMed_test.mat,0.01,raw_goca_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,,0.7401008824201648,0.009992820396478995,105
simMed_test.mat,0.01,raw_goca_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,,0.7481139355772055,0.009992820396478995,105
simMed_test.mat,0.01,raw_goca_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,,0.7536421139450985,0.009992820396478995,105
simMed_test.mat,0.01,raw_goca_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,,0.7532850524057834,0.009992820396478995,105
simMed_test.mat,0.01,raw_goca_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,,0.748133274447584,0.009992820396478995,105
simMed_test.mat,0.01,raw_goca_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,,0.7411538851334654,0.009992820396478995,105
simMed_test.mat,0.01,raw_os60_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,60.0,0.8027183944107711,0.009992820396478995,105
simMed_test.mat,0.01,raw_os60_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,60.0,0.7834435669858618,0.009992820396478995,105
simMed_test.mat,0.01,raw_os60_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,60.0,0.7896119231057716,0.009992820396478995,105
simMed_test.mat,0.01,raw_os60_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,60.0,0.7654911534190164,0.009992820396478995,105
simMed_test.mat,0.01,raw_os60_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,60.0,0.7673017736156003,0.009992820396478995,105
simMed_test.mat,0.01,raw_os60_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,60.0,0.746851185644133,0.009992820396478995,105
simMed_test.mat,0.01,raw_os75_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,75.0,0.7875486290683464,0.009992820396478995,105
simMed_test.mat,0.01,raw_os75_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,75.0,0.7783697881526576,0.009992820396478995,105
simMed_test.mat,0.01,raw_os75_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,75.0,0.7927238253633959,0.009992820396478995,105
simMed_test.mat,0.01,raw_os75_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,75.0,0.7736590909634624,0.009992820396478995,105
simMed_test.mat,0.01,raw_os75_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,75.0,0.7806905105093609,0.009992820396478995,105
simMed_test.mat,0.01,raw_os75_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,75.0,0.7618965862242618,0.009992820396478995,105
simMed_test.mat,0.01,raw_os90_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,90.0,0.7586013672120477,0.009992820396478995,105
simMed_test.mat,0.01,raw_os90_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,90.0,0.7593978505409656,0.009992820396478995,105
simMed_test.mat,0.01,raw_os90_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,90.0,0.7726159356602897,0.009992820396478995,105
simMed_test.mat,0.01,raw_os90_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,90.0,0.774297125565156,0.009992820396478995,105
simMed_test.mat,0.01,raw_os90_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,90.0,0.7785571109124017,0.009992820396478995,105
simMed_test.mat,0.01,raw_os90_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,90.0,0.7724459150888875,0.009992820396478995,105
simMed_test.mat,0.01,raw_soca_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,,0.002497670784457922,0.009992820396478995,105
simMed_test.mat,0.01,raw_soca_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,,0.0090692286148032,0.009992820396478995,105
simMed_test.mat,0.01,raw_soca_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,,0.002497670784457922,0.009992820396478995,105
simMed_test.mat,0.01,raw_soca_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,,0.0090692286148032,0.009992820396478995,105
simMed_test.mat,0.01,raw_soca_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,,0.002497670784457922,0.009992820396478995,105
simMed_test.mat,0.01,raw_soca_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,,0.0090692286148032,0.009992820396478995,105
simMed_test.mat,0.01,tpsscs_finished_detector,proposed,,,,0.8692331860864192,0.009992820396478995,105
simWind_test.mat,1e-05,low_rank_residual_k30_ca_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,,0.10110607448976584,0.0,105
simWind_test.mat,1e-05,low_rank_residual_k30_ca_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,,0.09171677710028364,0.0,105
simWind_test.mat,1e-05,low_rank_residual_k30_ca_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,,0.09658291080961459,0.0,105
simWind_test.mat,1e-05,low_rank_residual_k30_ca_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,,0.09138533890598528,0.0,105
simWind_test.mat,1e-05,low_rank_residual_k30_ca_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,,0.0926825791674409,0.0,105
simWind_test.mat,1e-05,low_rank_residual_k30_ca_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,,0.09253636864948651,0.0,105
simWind_test.mat,1e-05,low_rank_residual_k30_global_topk,global,,,,0.10406778999802849,0.0,105
simWind_test.mat,1e-05,low_rank_residual_k30_goca_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,,0.09990865322012829,0.0,105
simWind_test.mat,1e-05,low_rank_residual_k30_goca_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,,0.09575947243352938,0.0,105
simWind_test.mat,1e-05,low_rank_residual_k30_goca_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,,0.09543098672180912,0.0,105
simWind_test.mat,1e-05,low_rank_residual_k30_goca_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,,0.09303911380666288,0.0,105
simWind_test.mat,1e-05,low_rank_residual_k30_goca_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,,0.09062287874627731,0.0,105
simWind_test.mat,1e-05,low_rank_residual_k30_goca_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,,0.0906289316137527,0.0,105
simWind_test.mat,1e-05,low_rank_residual_k30_os60_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,60.0,0.09433787125244002,0.0,105
simWind_test.mat,1e-05,low_rank_residual_k30_os60_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,60.0,0.09283810779779358,0.0,105
simWind_test.mat,1e-05,low_rank_residual_k30_os60_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,60.0,0.09107060961566568,0.0,105
simWind_test.mat,1e-05,low_rank_residual_k30_os60_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,60.0,0.09070760082565667,0.0,105
simWind_test.mat,1e-05,low_rank_residual_k30_os60_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,60.0,0.09084486056061017,0.0,105
simWind_test.mat,1e-05,low_rank_residual_k30_os60_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,60.0,0.09114701858977108,0.0,105
simWind_test.mat,1e-05,low_rank_residual_k30_os75_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,75.0,0.0946205942768719,0.0,105
simWind_test.mat,1e-05,low_rank_residual_k30_os75_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,75.0,0.09286631140044722,0.0,105
simWind_test.mat,1e-05,low_rank_residual_k30_os75_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,75.0,0.09044272639371177,0.0,105
simWind_test.mat,1e-05,low_rank_residual_k30_os75_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,75.0,0.08893086283791657,0.0,105
simWind_test.mat,1e-05,low_rank_residual_k30_os75_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,75.0,0.09104696543830221,0.0,105
simWind_test.mat,1e-05,low_rank_residual_k30_os75_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,75.0,0.09148306229559013,0.0,105
simWind_test.mat,1e-05,low_rank_residual_k30_os90_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,90.0,0.10082241385940718,0.0,105
simWind_test.mat,1e-05,low_rank_residual_k30_os90_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,90.0,0.09448981795397042,0.0,105
