asset,item_id,image_index,target_count,tpsscs_auc,comparator_auc,comparator,delta_auc
simMed_test.mat,simMed_test.mat#71,71,27,0.3511662880849737,0.2768097603654633,raw,0.0743565277195104
simMed_test.mat,simMed_test.mat#72,72,37,0.6419069026854389,0.5118946165218444,raw,0.1300122861635945
simMed_test.mat,simMed_test.mat#74,74,35,0.5200440052556689,0.3574855649143258,raw,0.16255844034134304
simMed_test.mat,simMed_test.mat#75,75,60,0.5087331590667135,0.3151056348791495,raw,0.19362752418756396
simMed_test.mat,simMed_test.mat#76,76,27,0.6227712263565787,0.31061915082669583,raw,0.31215207552988283
simMed_test.mat,simMed_test.mat#77,77,63,0.4695338255213082,0.2281878269689183,raw,0.2413459985523899
simMed_test.mat,simMed_test.mat#78,78,25,0.5598696910059139,0.22152524968535584,raw,0.3383444413205581
simMed_test.mat,simMed_test.mat#79,79,26,0.5115219467220794,0.22306040826054088,raw,0.28846153846153855
simMed_test.mat,simMed_test.mat#8,8,24,0.6311731852067065,0.31867318520670646,raw,0.31250000000000006
simMed_test.mat,simMed_test.mat#80,80,15,0.6247643050311487,0.3967323189724781,raw,0.22803198605867053
simMed_test.mat,simMed_test.mat#82,82,31,0.6745030908903589,0.36499429392347177,raw,0.3095087969668871
simMed_test.mat,simMed_test.mat#84,84,40,0.5776691869493727,0.2977398954400281,raw,0.27992929150934465
simMed_test.mat,simMed_test.mat#85,85,31,0.6017994417221849,0.37318181405938744,raw,0.22861762766279747
simMed_test.mat,simMed_test.mat#86,86,44,0.6427513725697352,0.3126859465406367,raw,0.33006542602909855
simMed_test.mat,simMed_test.mat#87,87,47,0.4372367237050064,0.32899956503379957,raw,0.10823715867120681
simMed_test.mat,simMed_test.mat#88,88,43,0.43324758658733126,0.24428764008313078,raw,0.18895994650420048
simMed_test.mat,simMed_test.mat#89,89,50,0.5725929244651049,0.22629646223255243,raw,0.3462964622325525
